Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,>60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,341,0,12,12,30,0,0,0,0,0,0,136,48,0,0,115
w,18-30,nein,Partnerschaft,nein,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,> 5,606,150,8,36,0,0,0,0,0,0,96,352,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,297,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0
m,51-60,nein,ledig,ja,Montag,10-12 Uhr,> 25 km,1000-<2000,0,252,0,0,0,8,0,141,0,51,0,0,244,0,0,0,0
w,18-30,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,561,0,18,9,66,78,0,0,96,45,46,381,0,0,0,0
m,18-30,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,<1000,0,658,0,2,14,22,50,0,0,204,228,29,411,0,0,40,0
m,18-30,nein,ledig,nein,Montag,14-17 Uhr,< 10 km,>4500,> 5,373,0,0,0,0,0,0,0,0,120,0,21,0,0,0,232
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,343,0,18,36,0,0,53,0,0,0,0,248,0,0,24,0
w,18-30,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,> 5,256,0,30,16,0,63,0,0,0,87,0,0,0,67,0,72
m,31-40,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,> 5,690,234,33,0,62,10,0,42,0,0,0,0,87,0,0,49
w,18-30,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,0,524,0,18,39,0,75,0,0,0,0,0,324,0,0,0,158
w,31-40,ja,ledig,ja,Donnerstag,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,457,0,0,0,0,0,0,0,0,119,41,278,0,0,18,0
w,31-40,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
w,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,<1000,0,603,82,8,7,123,42,87,0,0,30,18,0,0,0,18,102
m,31-40,nein,ledig,nein,Dienstag,12-14 Uhr,> 25 km,>4500,0,272,0,5,20,0,40,0,0,0,0,0,140,0,0,0,103
m,>60,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,136,0,2,0,23,23,228,0,74,0,51,0,0,0,45,60
m,41-50,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,>4500,> 5,354,0,4,38,69,23,0,0,0,0,0,87,0,0,0,194
m,41-50,ja,ledig,ja,Montag,>17 Uhr,< 10 km,<1000,> 5,489,0,5,0,88,51,23,0,0,0,0,267,0,0,0,114
w,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,279,132,36,16,87,54,318,0,171,0,0,0,24,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,382,0,3,6,48,31,148,0,0,0,0,0,0,90,0,234
m,18-30,ja,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,2000-<3200,> 5,446,0,0,24,0,0,0,0,0,53,38,98,0,0,48,286
m,>60,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,<1000,> 5,249,0,0,11,0,0,0,0,0,0,0,130,0,0,0,108
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,537,87,7,0,120,0,0,0,1,21,36,0,10,0,64,268
m,18-30,ja,ledig,ja,Donnerstag,12-14 Uhr,< 10 km,<1000,> 5,360,0,0,0,14,0,210,0,248,0,1,238,0,0,0,107
w,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,0,119,0,9,20,27,27,162,56,189,0,0,0,0,0,0,0
m,41-50,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,325,0,6,12,78,0,89,0,133,39,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,104,0,8,0,0,0,0,0,0,68,96,0,0,0,7,0
m,51-60,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,211,0,12,0,0,0,0,0,0,162,0,0,0,0,37,0
m,18-30,ja,ledig,ja,Montag,<10 Uhr,> 25 km,<1000,1 bis 5,457,0,6,0,58,29,86,0,0,0,0,0,48,345,0,0
w,41-50,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,85,0,0,0,0,0,0,0,0,0,0,46,39,0,0,0
w,31-40,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,>4500,> 5,292,32,0,22,34,0,84,0,90,204,0,0,0,0,0,0
w,31-40,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,0,441,38,0,18,0,0,0,0,0,0,0,184,0,0,0,201
m,18-30,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,>4500,1 bis 5,558,0,24,21,0,24,0,216,0,318,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,885,231,12,36,0,0,0,68,0,48,54,268,0,0,0,222
m,51-60,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,489,0,0,42,0,0,0,0,0,0,0,222,0,0,0,225
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,1 bis 5,325,0,0,12,0,21,0,0,0,165,58,0,15,0,42,219
m,41-50,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,0,714,0,9,27,183,40,0,0,0,0,84,312,0,0,87,116
m,18-30,ja,ledig,nein,Montag,<10 Uhr,10 - 25 km,1000-<2000,> 5,174,0,12,39,0,52,0,40,0,176,94,0,0,0,110,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,> 5,195,0,0,0,0,0,0,0,0,0,0,31,0,0,0,164
m,41-50,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,593,0,6,0,44,0,0,0,282,54,112,0,0,260,60,104
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,2000-<3200,> 5,72,0,6,12,0,30,0,0,0,0,0,0,30,0,0,36
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,>4500,> 5,311,0,15,9,34,0,65,0,46,73,36,91,42,0,0,3
m,18-30,nein,ledig,ja,Montag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,680,0,12,7,0,123,0,0,0,0,0,112,0,222,0,324
m,41-50,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,1000-<2000,> 5,52,0,0,0,15,0,102,0,0,34,0,3,0,0,0,0
m,>60,ja,ledig,ja,Freitag,14-17 Uhr,< 10 km,2000-<3200,0,663,0,0,0,0,0,0,0,0,309,0,354,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,>4500,> 5,222,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,1 bis 5,726,0,0,0,0,51,180,0,0,0,0,80,46,0,0,369
m,51-60,nein,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,168,0,0,0,84,0,0,0,0,0,35,0,0,0,29,0
w,>60,ja,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,263,0,8,32,0,48,0,0,0,0,0,0,0,0,0,207
m,31-40,ja,ledig,ja,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,351,0,8,12,33,23,210,0,0,202,0,0,0,0,0,108
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,42,0,7,2,0,33,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,>4500,0,499,0,0,21,56,0,96,0,246,0,0,0,0,0,0,388
m,18-30,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,60,0,0,0,22,0,0,0,0,0,0,38,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,1 bis 5,245,0,3,0,26,0,0,0,70,216,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,0,418,0,6,26,57,0,0,0,237,130,37,180,50,0,51,81
m,51-60,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,113,72,12,0,0,0,0,0,0,0,0,29,0,0,0,0
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,611,0,0,2,0,0,0,0,0,303,0,260,0,0,46,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,386,0,0,0,0,0,0,0,0,82,99,69,0,0,9,106
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,2000-<3200,0,469,24,14,20,0,0,0,0,0,176,0,0,0,0,0,255
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,259,0,4,0,0,38,0,0,0,168,38,0,34,0,45,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,147,0,7,8,38,102,0,0,351,0,0,0,0,0,0,102
m,51-60,nein,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,438,0,0,0,0,0,0,0,0,100,36,0,42,0,0,102
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,>4500,> 5,779,61,0,0,0,0,0,0,0,99,0,384,23,0,0,212
m,>60,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,0,378,0,4,0,18,105,0,0,0,66,53,0,0,42,108,99
m,>60,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,509,234,0,0,0,0,0,0,0,93,0,152,30,0,0,0
m,31-40,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,1 bis 5,680,0,12,8,31,111,0,0,0,41,0,138,0,0,0,188
w,>60,ja,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,0,220,0,0,24,0,0,196,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,187,0,18,21,24,0,52,0,321,60,0,0,16,0,0,27
w,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,503,201,0,0,0,0,0,0,0,136,30,186,0,0,0,0
m,51-60,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,>4500,1 bis 5,840,267,0,0,38,16,56,0,0,222,0,0,12,0,0,285
m,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,136,0,12,0,0,93,0,0,0,0,0,0,0,0,0,109
m,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,622,0,4,51,90,21,58,0,58,228,0,300,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,288,0,0,0,0,0,0,0,0,0,60,0,0,0,58,228
w,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,215,46,0,22,93,0,94,0,0,54,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,2000-<3200,> 5,359,0,18,45,87,17,128,0,0,230,0,0,0,0,0,0
w,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,39,0,12,0,0,84,0,0,0,0,0,0,17,0,0,0
w,18-30,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,<1000,> 5,198,0,0,0,40,0,0,73,90,0,0,0,0,0,0,0
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,> 25 km,1000-<2000,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,<1000,> 5,266,0,14,14,0,30,0,0,0,0,0,144,72,0,36,0
w,31-40,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,2000-<3200,0,58,0,12,0,46,0,94,0,120,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Freitag,10-12 Uhr,> 25 km,1000-<2000,> 5,341,0,2,0,0,0,0,0,0,0,51,264,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,523,0,21,13,42,0,90,76,116,0,0,190,0,0,0,46
w,18-30,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,1146,273,10,3,0,17,34,0,0,164,0,284,108,0,0,273
w,>60,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,>4500,0,315,57,0,0,0,0,0,0,0,0,0,26,0,0,0,232
m,18-30,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,175,0,0,0,38,0,198,0,195,41,0,96,0,0,0,0
m,>60,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,0,189,0,8,39,0,102,0,0,0,168,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,540,0,9,0,117,0,252,72,0,0,0,0,0,0,29,291
m,51-60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,428,0,0,0,102,0,130,0,234,0,0,141,0,129,0,56
m,41-50,nein,ledig,nein,Montag,>17 Uhr,> 25 km,1000-<2000,1 bis 5,51,0,14,0,0,78,0,35,0,0,0,0,0,0,0,0
m,51-60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,428,0,12,0,0,0,0,0,0,0,4,351,0,0,36,0
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,<1000,1 bis 5,679,189,0,0,0,0,0,0,0,34,66,136,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,33,0,6,0,0,0,0,0,0,0,0,0,27,0,0,0
w,>60,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,>4500,0,1285,0,0,0,0,39,228,66,348,0,117,73,27,0,50,387
m,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,123,0,14,51,0,0,0,0,0,0,87,0,22,0,0,0
w,18-30,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,<1000,> 5,553,0,6,15,0,0,46,0,0,67,141,282,0,0,22,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,569,354,0,0,0,0,0,31,0,0,51,0,105,0,0,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,145,0,3,0,38,0,75,0,144,0,0,0,0,0,0,104
w,31-40,nein,ledig,ja,Mittwoch,10-12 Uhr,10 - 25 km,2000-<3200,> 5,588,0,6,10,0,56,0,0,0,189,0,360,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,184,0,0,0,0,0,0,0,0,88,0,0,0,0,0,96
w,41-50,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,2000-<3200,> 5,235,0,0,0,123,0,93,0,91,37,0,0,75,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,439,0,3,36,0,0,0,0,105,243,0,0,0,0,0,88
m,18-30,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,105,0,18,10,0,63,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,783,0,0,0,0,0,0,117,0,120,0,546,0,0,0,0
m,31-40,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,753,30,0,0,100,0,0,0,180,0,0,207,111,0,23,282
m,>60,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,457,0,4,0,0,90,0,0,0,95,0,358,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,427,0,10,38,135,102,249,0,126,282,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,0,480,96,3,10,43,0,29,37,0,0,57,0,42,122,0,80
m,51-60,nein,Partnerschaft,ja,Montag,10-12 Uhr,> 25 km,>4500,1 bis 5,284,0,8,0,0,0,0,0,0,0,186,0,0,0,36,0
w,31-40,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,<1000,1 bis 5,545,91,12,39,40,66,0,0,154,120,150,243,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,159,0,3,0,0,78,0,0,0,0,21,114,15,0,0,6
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,444,0,12,0,0,102,204,0,0,0,0,103,32,0,0,0
w,41-50,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,3200-<4500,> 5,279,0,0,0,0,0,0,0,0,65,108,126,0,0,0,45
m,31-40,ja,Partnerschaft,ja,Montag,10-12 Uhr,> 25 km,<1000,1 bis 5,344,0,9,1,108,0,99,0,76,148,106,0,28,0,0,93
m,>60,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,190,0,27,0,0,0,0,0,0,0,120,0,0,0,70,0
m,>60,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,2000-<3200,> 5,519,58,0,0,0,5,0,32,242,0,0,58,26,0,0,98
w,18-30,nein,ledig,ja,Mittwoch,10-12 Uhr,10 - 25 km,2000-<3200,> 5,564,34,0,12,0,0,0,0,348,51,74,0,48,0,0,0
m,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,0,167,14,21,0,0,87,0,0,0,81,26,0,30,0,24,0
m,>60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,195,93,6,0,0,60,0,0,0,0,0,0,0,0,58,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,148,0,14,10,0,46,0,0,0,0,0,0,0,0,0,134
m,18-30,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,>4500,> 5,232,0,4,15,68,38,63,0,0,0,0,0,0,0,0,160
w,18-30,nein,ledig,ja,Freitag,>17 Uhr,> 25 km,1000-<2000,1 bis 5,705,84,0,14,0,0,78,0,0,108,0,226,0,0,0,195
m,31-40,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,3200-<4500,> 5,148,0,4,0,0,60,0,0,0,51,48,0,0,0,64,90
w,51-60,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,0,1064,198,0,0,0,0,0,13,0,91,0,417,36,0,0,309
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,0,331,57,0,0,0,0,0,0,0,0,88,0,0,0,69,0
w,41-50,ja,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,550,0,0,0,0,0,0,0,0,0,0,222,28,0,0,300
m,>60,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,468,0,0,51,123,0,38,0,126,0,132,64,30,0,0,68
m,31-40,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,60,0,0,0,13,0,0,0,0,0,47,0,0,0,42,0
m,>60,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,941,0,6,16,48,38,0,0,0,0,64,126,0,0,43,318
w,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,> 5,337,0,0,30,48,0,0,50,124,178,42,0,0,0,0,119
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,167,0,10,18,16,0,0,0,0,0,0,78,63,0,0,0
m,51-60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,0,534,0,0,40,0,0,0,0,0,222,120,0,102,0,0,240
m,>60,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,335,0,12,27,0,31,0,0,0,0,0,0,0,186,0,74
m,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,192,0,12,36,99,0,0,0,0,15,0,0,0,0,0,0
m,>60,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,192,90,18,0,0,31,0,0,0,210,84,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,670,0,12,24,0,40,0,0,0,126,0,198,26,0,0,292
m,>60,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,> 25 km,<1000,> 5,205,0,7,24,0,78,0,0,0,0,0,198,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,> 5,575,0,12,0,0,78,0,0,0,9,120,0,32,0,56,264
w,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,722,51,10,57,90,0,59,0,0,321,0,106,0,0,0,0
w,31-40,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,243,0,2,8,50,50,95,0,0,0,0,0,0,0,0,189
w,>60,ja,ledig,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,1 bis 5,771,79,10,26,19,20,162,99,426,46,171,393,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,>4500,0,498,0,3,45,0,0,0,0,0,0,0,0,0,0,0,495
m,41-50,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,0,222,0,12,28,0,36,0,0,0,0,0,105,0,0,0,0
m,>60,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,<1000,1 bis 5,177,0,0,0,0,0,0,0,0,86,0,0,0,0,0,91
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,430,0,0,8,0,0,0,0,0,0,0,280,0,0,0,142
m,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,147,35,6,0,0,50,0,0,0,0,106,0,0,0,70,0
m,51-60,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,204,0,0,28,0,0,0,0,0,0,0,0,0,0,0,176
m,31-40,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,<1000,1 bis 5,210,0,6,10,36,24,22,0,136,44,168,0,0,0,81,0
m,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,555,0,0,8,150,0,0,0,188,60,120,141,4,0,60,132
m,31-40,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,749,170,6,36,0,72,0,57,255,160,43,144,0,0,78,0
m,31-40,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,1 bis 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,0,693,0,6,12,25,0,220,0,89,0,0,272,0,0,0,390
m,18-30,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,332,0,8,0,6,32,219,0,0,55,0,231,32,0,0,0
w,>60,ja,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,823,0,15,14,0,0,0,0,0,432,0,190,0,0,0,108
m,18-30,ja,ledig,ja,Samstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,48,0,3,0,0,0,0,0,0,0,0,0,16,0,0,29
w,31-40,nein,ledig,nein,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,718,327,7,22,110,48,0,0,0,0,68,0,0,0,0,86
w,31-40,ja,Partnerschaft,nein,Montag,<10 Uhr,10 - 25 km,<1000,1 bis 5,257,0,15,22,15,11,244,0,164,0,0,161,0,0,0,38
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,<1000,0,378,0,0,14,0,0,0,0,0,98,170,0,0,0,147,194
m,41-50,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,488,249,0,0,44,0,0,0,89,195,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,0,82,0,12,5,0,87,0,0,0,160,56,0,0,0,54,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,14-17 Uhr,> 25 km,2000-<3200,> 5,323,0,0,0,0,0,0,0,284,0,0,0,0,0,0,39
m,31-40,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,0,239,44,6,7,0,0,0,0,0,100,31,0,32,0,0,0
m,41-50,ja,ledig,nein,Freitag,14-17 Uhr,< 10 km,>4500,1 bis 5,438,0,3,24,144,0,0,9,0,0,0,282,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,442,58,21,0,0,0,0,0,0,111,147,156,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,>4500,> 5,77,28,0,0,0,0,0,0,0,49,0,0,0,0,0,0
m,>60,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,387,0,0,28,24,48,48,0,0,156,28,178,8,0,37,73
w,>60,ja,ledig,ja,Dienstag,10-12 Uhr,> 25 km,3200-<4500,> 5,227,0,0,0,35,0,18,120,0,0,72,0,0,0,70,0
m,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,132,0,6,3,96,0,0,0,270,102,18,0,0,0,38,0
m,31-40,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,>4500,> 5,367,98,12,0,78,46,0,0,0,0,94,0,50,0,63,0
