Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,1 bis 5,724,36,0,0,71,0,45,180,0,0,99,0,0,0,0,242
m,>60,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,909,0,0,0,105,0,30,0,292,240,146,213,17,0,0,228
m,41-50,ja,ledig,ja,Freitag,<10 Uhr,> 25 km,1000-<2000,> 5,316,0,6,22,0,57,0,0,104,0,0,0,0,0,0,206
w,51-60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,26,0,20,32,0,153,0,0,0,84,6,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,112,0,6,5,25,0,134,0,0,0,0,0,81,0,0,0
m,18-30,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,480,0,0,0,0,0,0,0,0,0,183,0,0,0,49,165
m,>60,nein,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,709,162,12,0,0,24,0,0,0,47,0,190,0,0,0,298
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,297,0,0,0,41,0,0,0,31,0,0,0,18,0,0,238
w,>60,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,321,180,6,0,37,0,246,0,122,44,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,438,102,0,0,0,0,0,0,0,0,0,0,0,0,0,336
m,41-50,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,306,0,0,0,78,0,0,0,210,0,0,160,68,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,338,0,0,18,0,23,0,0,0,0,0,216,0,0,0,81
m,18-30,nein,Partnerschaft,ja,Dienstag,>17 Uhr,> 25 km,1000-<2000,1 bis 5,258,0,0,0,12,0,0,0,0,0,52,194,0,0,21,0
m,18-30,ja,ledig,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,533,0,0,14,52,0,138,0,37,0,0,432,0,0,0,35
m,>60,ja,Partnerschaft,nein,Freitag,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,355,168,0,0,44,19,171,0,126,0,0,76,0,0,0,48
m,>60,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,>4500,1 bis 5,203,0,5,15,0,40,0,0,0,0,88,32,0,0,0,0
w,41-50,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,34,0,6,0,0,0,0,0,0,0,0,28,0,0,0,0
m,31-40,nein,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,566,111,12,0,0,80,0,118,0,186,45,0,0,0,42,213
m,>60,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,<1000,> 5,653,0,0,0,48,0,399,0,32,148,23,125,21,0,0,174
w,41-50,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,326,0,0,0,58,0,222,0,81,0,0,106,39,0,0,123
w,51-60,ja,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,1000-<2000,> 5,499,33,4,0,0,0,0,0,0,84,0,378,0,0,0,0
m,51-60,ja,ledig,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,1116,0,24,11,37,0,0,0,153,234,0,284,0,0,0,252
w,>60,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,157,0,3,15,0,33,0,0,0,8,13,0,0,120,10,0
w,18-30,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,233,0,0,0,84,0,144,0,104,0,0,8,0,0,0,141
w,18-30,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,291,0,0,26,90,0,79,0,345,170,162,0,0,0,19,0
w,41-50,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,961,0,15,0,0,0,111,159,87,0,0,256,0,0,0,333
w,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,2000-<3200,0,205,0,8,6,0,32,0,0,0,0,0,119,54,24,0,0
m,31-40,ja,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,113,0,21,9,80,87,81,0,208,81,12,0,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,0,283,0,9,0,0,0,0,0,0,303,88,0,66,0,105,0
w,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,126,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,213,0,10,27,0,29,0,0,0,0,123,80,0,0,0,0
m,>60,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,0,343,0,12,20,21,28,0,0,52,177,66,104,0,0,0,0
m,41-50,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,104,0,0,0,104,0,178,0,258,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Dienstag,12-14 Uhr,< 10 km,<1000,> 5,1006,180,0,14,82,0,186,0,300,0,70,298,0,0,34,116
m,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,<1000,1 bis 5,360,0,0,0,6,0,195,0,110,100,0,80,0,0,0,174
m,31-40,nein,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,<1000,> 5,95,0,0,0,0,20,0,0,0,0,0,55,20,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,782,0,10,18,0,0,0,74,0,72,0,294,34,0,0,298
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,328,0,5,36,117,50,0,0,11,132,67,75,64,0,0,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,355,87,14,9,22,60,264,0,100,4,76,0,0,0,90,120
w,18-30,nein,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,0,31,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,0,197,114,8,0,0,0,0,0,0,0,0,75,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,329,0,5,39,68,108,0,0,51,0,84,172,0,0,20,0
w,18-30,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,<1000,> 5,494,160,5,17,0,48,0,0,0,106,114,140,75,0,17,0
m,51-60,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,493,0,0,9,45,0,202,0,43,47,0,0,32,0,0,360
w,>60,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,> 5,601,184,2,21,23,34,0,0,81,46,0,226,75,0,0,0
w,>60,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,746,0,0,0,108,0,15,0,0,71,36,290,0,0,0,312
m,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,402,56,6,22,0,60,0,0,0,0,0,174,90,0,0,76
m,31-40,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,2000-<3200,> 5,591,0,18,16,102,84,102,0,252,36,147,103,56,0,58,165
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,314,0,21,15,0,0,92,0,0,171,0,0,30,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,<1000,> 5,577,0,7,20,0,72,0,0,0,0,0,0,0,0,0,456
w,>60,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,452,0,0,0,0,0,0,0,0,0,0,224,0,0,0,228
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,1000-<2000,> 5,247,0,6,0,38,58,60,86,196,0,0,117,0,0,0,0
w,>60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,585,0,12,30,78,30,0,93,194,0,34,276,0,0,120,0
w,>60,nein,ledig,nein,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,732,0,0,0,50,0,176,0,0,76,34,141,0,0,24,381
m,18-30,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,182,0,8,39,0,45,0,0,0,0,0,0,66,0,0,0
m,51-60,ja,ledig,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,304,120,0,48,0,0,0,0,0,39,0,0,22,0,0,75
m,>60,ja,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,642,0,14,0,0,0,0,0,0,47,36,480,0,0,72,112
w,18-30,ja,ledig,ja,Montag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,815,0,0,0,0,0,0,0,0,342,219,158,24,0,23,360
m,18-30,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,276,0,0,0,8,0,81,0,0,0,0,103,0,82,0,83
m,>60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,584,0,12,45,44,75,36,0,0,0,0,0,0,0,0,528
m,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,0,522,207,0,4,0,0,0,0,0,0,0,0,38,0,0,273
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,1 bis 5,332,0,15,18,31,15,0,0,130,8,0,0,0,0,0,248
m,>60,ja,Partnerschaft,ja,Samstag,14-17 Uhr,> 25 km,2000-<3200,> 5,286,0,6,8,60,76,231,0,162,0,0,194,26,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,456,0,12,15,150,24,0,0,44,108,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,679,0,0,0,28,33,447,0,0,70,0,346,0,0,0,0
m,>60,nein,Partnerschaft,ja,Montag,<10 Uhr,> 25 km,<1000,0,659,196,0,0,0,0,0,0,0,76,0,0,0,0,0,387
w,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,303,0,7,0,3,28,270,62,246,0,52,0,63,0,111,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,392,0,0,2,98,0,204,0,154,60,49,0,0,0,50,0
m,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,<1000,1 bis 5,387,0,0,0,30,0,60,0,232,0,36,52,87,0,26,62
m,51-60,ja,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,3200-<4500,0,322,0,6,0,0,0,0,0,0,112,132,0,0,0,22,184
w,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,3200-<4500,> 5,375,0,18,18,0,29,0,0,0,0,162,0,0,0,0,0
m,41-50,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,0,352,0,4,6,0,54,0,0,0,156,37,148,0,0,27,93
w,51-60,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,> 5,330,0,0,42,0,0,0,0,0,0,0,0,0,0,0,288
m,41-50,nein,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,0,484,0,0,0,46,0,88,0,0,0,40,110,56,0,51,166
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,<1000,> 5,193,171,6,38,16,63,0,0,237,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,663,0,27,0,0,63,0,57,342,77,21,95,0,0,30,102
m,31-40,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,<1000,> 5,622,0,7,0,0,28,280,0,0,41,0,164,81,0,0,0
m,41-50,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,346,89,4,2,45,0,102,0,90,57,0,0,0,69,0,82
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,410,0,0,0,114,0,238,0,0,86,0,0,0,0,0,210
m,31-40,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,466,26,0,0,68,0,0,159,0,52,0,0,3,0,0,0
m,>60,ja,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,304,0,0,0,0,39,0,0,0,26,159,34,0,0,11,0
m,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,97,0,10,0,0,29,0,0,0,100,87,0,0,0,72,0
w,41-50,nein,Partnerschaft,nein,Samstag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,120,0,6,24,0,132,0,0,0,0,64,0,13,0,0,27
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,171,33,1,0,0,0,0,0,0,0,0,0,0,0,0,137
m,51-60,ja,ledig,nein,Dienstag,14-17 Uhr,> 25 km,>4500,1 bis 5,610,0,0,20,0,0,0,86,0,0,0,346,2,0,0,156
m,31-40,ja,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,<1000,0,447,162,6,10,0,12,0,0,0,0,0,0,0,0,0,279
m,41-50,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,261,56,3,28,0,54,0,0,0,189,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,218,0,12,16,0,24,0,0,0,65,0,134,7,0,0,0
m,51-60,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,>4500,1 bis 5,228,57,0,21,0,0,0,0,0,294,150,0,0,0,70,0
w,31-40,nein,ledig,nein,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,76,0,8,42,14,0,0,0,183,0,0,0,54,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,<1000,> 5,231,0,6,33,22,34,0,0,0,0,49,0,0,0,0,0
w,18-30,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,> 5,192,51,6,6,25,81,196,0,87,69,0,0,0,0,0,41
w,18-30,ja,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,722,189,10,20,0,30,0,0,0,141,37,453,0,0,20,0
m,41-50,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,31-40,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,277,0,0,30,0,0,0,0,156,0,37,0,0,0,12,0
w,18-30,nein,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,1000-<2000,0,1154,0,0,0,126,0,0,147,6,190,140,399,0,0,15,342
w,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,492,0,0,0,0,0,0,44,0,11,26,0,102,0,0,210
m,18-30,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,241,0,3,15,0,0,0,0,0,61,0,177,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,> 25 km,1000-<2000,0,146,0,0,7,105,0,52,0,100,34,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,408,0,4,21,0,22,0,0,0,38,44,222,93,0,70,0
w,51-60,ja,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,0,218,0,0,0,6,0,56,0,77,80,84,0,32,0,24,0
m,>60,ja,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,0,258,0,4,0,69,0,243,0,112,140,93,0,0,0,0,0
m,51-60,ja,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,149,90,0,0,0,0,0,0,0,0,0,0,0,0,0,59
w,51-60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,0,227,0,8,10,0,0,0,0,0,0,0,204,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,206,0,6,18,57,0,72,0,64,0,26,0,0,0,0,0
m,18-30,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,70,0,0,0,25,0,0,0,98,45,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,261,0,7,0,0,12,0,0,0,0,0,114,0,0,0,140
w,51-60,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,1000-<2000,> 5,384,0,12,36,0,69,0,0,0,0,0,279,60,0,0,0
m,31-40,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,> 5,213,61,16,5,88,0,76,0,0,0,26,0,22,0,48,0
m,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,>4500,1 bis 5,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,341,112,0,21,0,0,0,0,0,0,0,0,0,0,0,208
w,41-50,ja,ledig,ja,Montag,<10 Uhr,10 - 25 km,<1000,> 5,263,0,0,0,0,0,0,0,0,138,64,79,22,0,0,0
w,18-30,nein,Partnerschaft,nein,Samstag,10-12 Uhr,> 25 km,2000-<3200,0,138,0,15,21,0,0,0,0,0,0,123,0,0,0,27,0
w,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,146,0,0,0,32,0,0,56,0,33,58,0,0,0,23,0
m,18-30,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,>4500,> 5,129,0,0,4,45,0,168,0,48,0,0,0,0,0,4,76
m,18-30,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,618,0,0,0,0,18,0,0,0,222,0,276,0,0,0,102
m,18-30,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,694,0,0,15,0,0,0,180,207,0,0,292,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,468,291,6,0,0,0,0,0,0,95,0,76,0,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,449,0,21,0,36,94,68,86,190,0,0,276,30,0,0,0
m,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,566,0,0,0,66,0,0,0,0,0,0,330,0,0,0,170
w,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,> 5,295,0,5,12,5,0,49,0,142,0,47,0,0,0,68,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,429,0,3,30,165,38,315,0,0,261,0,0,0,0,0,0
w,18-30,ja,ledig,nein,Dienstag,<10 Uhr,10 - 25 km,>4500,1 bis 5,179,0,0,0,0,0,0,0,0,63,128,0,51,0,66,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,1 bis 5,497,0,0,5,0,0,156,0,0,336,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,520,0,0,14,0,0,0,0,0,12,0,149,54,0,0,291
w,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,295,0,0,27,24,0,0,0,459,0,0,244,0,0,0,0
m,51-60,nein,ledig,ja,Dienstag,14-17 Uhr,> 25 km,1000-<2000,> 5,226,0,12,0,0,0,0,0,0,122,45,144,25,0,0,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,<1000,> 5,449,0,3,9,40,39,138,0,63,77,67,159,36,0,32,144
m,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,81,0,0,9,72,0,136,0,35,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,689,0,0,3,28,0,124,75,0,17,5,426,0,0,12,0
w,31-40,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,0,443,0,10,14,63,18,30,0,120,0,0,224,0,29,0,101
m,41-50,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,0,266,0,16,21,54,74,0,0,98,0,96,0,0,100,99,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,418,0,0,0,0,0,0,0,0,336,56,267,36,0,0,0
m,41-50,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,114,0,8,0,0,44,0,0,0,0,0,0,0,0,25,81
m,41-50,nein,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,<1000,> 5,602,58,18,14,0,30,0,0,0,132,0,246,0,0,28,58
m,41-50,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,370,148,0,13,0,21,0,63,0,89,30,0,38,0,0,57
w,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,202,0,21,26,0,38,0,0,0,0,0,0,0,0,0,181
m,41-50,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,>4500,1 bis 5,1094,194,0,0,57,0,132,0,73,64,69,175,0,86,52,432
m,51-60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,95,21,4,36,0,54,0,69,0,0,1,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,<1000,0,181,0,0,0,28,0,453,84,117,0,0,0,0,0,0,69
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,100,0,8,16,0,120,0,0,0,0,0,0,0,0,0,92
m,51-60,nein,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,2000-<3200,> 5,236,0,0,0,0,0,0,0,160,111,76,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,87,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,274,48,0,0,0,0,226,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,352,0,0,0,0,0,0,0,0,0,0,273,33,46,0,0
m,>60,nein,ledig,nein,Dienstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,642,0,10,20,0,0,0,0,0,198,42,308,0,0,138,282
m,18-30,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,<1000,0,126,0,6,30,0,25,0,0,0,142,120,0,0,0,75,0
m,31-40,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,300,0,0,0,0,64,36,0,0,0,0,168,32,0,0,0
w,>60,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,299,0,8,36,0,0,0,0,0,0,0,276,15,0,0,0
m,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,74,0,0,0,0,0,0,0,0,0,26,0,0,0,22,0
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,378,0,6,0,0,46,0,0,0,0,0,276,0,96,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,18,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,3200-<4500,> 5,18,0,18,3,0,20,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,0,357,85,0,0,0,8,0,0,0,78,120,0,0,0,14,0
m,31-40,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,>4500,> 5,114,0,0,9,23,0,0,0,0,0,0,0,0,82,0,0
m,41-50,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,783,0,6,21,0,31,366,0,0,0,0,338,0,0,0,58
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,> 5,495,59,10,0,99,0,5,0,79,33,72,255,0,0,13,0
m,18-30,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,> 5,241,0,8,0,0,50,0,0,0,56,38,183,0,0,54,0
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,280,0,0,0,86,0,0,0,0,0,0,0,26,0,0,168
m,>60,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,12,0,12,0,0,46,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,0,262,0,0,0,0,0,0,0,0,80,44,0,42,0,84,132
m,18-30,ja,ledig,ja,Montag,>17 Uhr,> 25 km,2000-<3200,0,416,0,6,10,39,61,84,0,0,135,0,236,0,0,0,0
w,51-60,ja,ledig,ja,Dienstag,14-17 Uhr,> 25 km,3200-<4500,> 5,483,0,12,0,54,60,0,0,72,86,66,0,0,0,102,303
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,322,0,6,32,0,64,0,0,0,28,32,0,0,0,0,106
m,31-40,ja,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,445,0,18,14,37,60,84,0,156,0,171,0,0,0,0,219
w,31-40,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,188,0,5,24,0,0,0,0,0,90,114,0,69,0,56,0
w,31-40,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,136,81,0,12,0,0,0,0,0,0,43,0,0,0,126,0
